screen_name,id_str,created_at,coordinates,place,text,geo_location,text_count
Bluenatics,1153493335371386880,2019-07-23 02:33:36,,,It appears they may not go over what not to do in flood waters on the east coast like they do in the Midwest https://t.co/BpZF12NwrU,,25
iembot_okx,1153493305612746752,2019-07-23 02:33:29,"{'type': 'Point', 'coordinates': [-73.79, 41.1]}","Place(_api=<tweepy.api.API object at 0x000002C01AF33C18>, id='8788aa1675cd9146', url='https://api.twitter.com/1.1/geo/id/8788aa1675cd9146.json', place_type='city', name='Hawthorne', full_name='Hawthorne, NY', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002C01AF33C18>, type='Polygon', coordinates=[[[-73.811171, 41.094566], [-73.77392, 41.094566], [-73.77392, 41.114014], [-73.811171, 41.114014]]]), attributes={})","At 8:04 PM EDT, Mount Pleasant [Westchester Co, NY] BROADCAST MEDIA reports FLASH FLOOD. FLOODING ON SAW MILL RIVER… https://t.co/DLZweHlK91","{'type': 'Point', 'coordinates': [41.1, -73.79]}",20
GinadeMiranda2,1153493281155633152,2019-07-23 02:33:23,,,"Outdated FEMA flood maps cost uninsured homeowners millions

https://t.co/Dma5fdhnmY",,9
Malvasias,1153493276735004672,2019-07-23 02:33:22,,,"@katie_honan @travis_robert I find it rather bewildering how city government KNOWS hurricanes get stronger, KNOWS s… https://t.co/XeJnX5HKtw",,17
NWSFlashFlood,1153493273123721217,2019-07-23 02:33:21,,,"Flash Flood Warning including Sandoval County, NM until 11:30 PM MDT https://t.co/EClQ7OGUxz",,12
MaryJMays,1153493259777400832,2019-07-23 02:33:18,,,Flood Advisory for Davidson and Wilson counties until 11:30pm. Ponding on roads and minor flooding are possible.… https://t.co/xChiwvNEvZ,,18
bananne81,1153493191645024258,2019-07-23 02:33:02,,,@CatvllvsVerona @martingeddes Can we get metal detectors and find their gold?  Will they flood the market and devalue our gold?,,20
justplainSuzy,1153493090277236736,2019-07-23 02:32:38,,,"@NYScanner Dear East Coast people: Drive through high water and flood your engine, it’ll cost hundreds to dry it ou… https://t.co/CmUUFstNhB",,21
JohnFurrToronto,1153493088029020161,2019-07-23 02:32:37,,,@lizstack117 @eco_andrew @historygirlMA @NYScanner @benFranklin2018 just like Toronto. We know what areas will floo… https://t.co/9izMYMJN4A,,15
OKCStormWatcher,1153492994689064960,2019-07-23 02:32:15,,,Flood Advisory issued July 22 at 9:25PM CDT until further notice by NWS ...The Flood Advisory continues for the fol… https://t.co/nihkPgPTmI,,21
Paramuspolice,1153492987533357056,2019-07-23 02:32:13,,,The National Weather Service has issued a FLASH FLOOD WATCH for Paramus - https://t.co/m5psiL6ERn… https://t.co/nmmEfYktk0,,15
MeerLangau,1153492959523987457,2019-07-23 02:32:07,,,"Levies,PDMA and FC have extraordinarily rendered their services without any delay in rescuing people during disaste… https://t.co/WK5ZHSKpeS",,17
SlicksTweetz01,1153492940691349504,2019-07-23 02:32:02,,,"@QTAnon1 The DWP has been struggling with its own series of scandals, including the fallout from a billing system t… https://t.co/xbim2PbPRj",,21
iampettigatez,1153492939575836672,2019-07-23 02:32:02,,,@UncTee85 Lmao u know idc ill flood them hoes shit but I get my point across here lol,,18
NTVNEWS,1153492930792849408,2019-07-23 02:32:00,,,"FEMA estimated that more than 1,000 businesses in Nebraska were impacted by the March flooding. https://t.co/eb6URcCg9I",,16
iembot_box,1153492928800727046,2019-07-23 02:31:59,,,"BOX cancels Areal Flood Warning for Bristol, Kent, Newport, Providence, Washington [RI] https://t.co/NazoAh19P8",,13
Mass_Alerts,1153492909188141056,2019-07-23 02:31:55,,,"Flood Warning issued July 22 at 9:03PM EDT by NWS https://t.co/N42WuxwrMD

#mawx #bristolcounty https://t.co/TEuBCjf0ar",,14
Mass_Alerts,1153492900409499648,2019-07-23 02:31:52,,,"Flood Warning issued July 22 at 8:31PM EDT by NWS https://t.co/ILI66HwDan

#mawx #bristolcounty https://t.co/uQ4aeJfVwt",,14
the_starkest,1153492881010757632,2019-07-23 02:31:48,,,Hey so what shots should I get now that I have been in contact with flood water,,17
Mass_Alerts,1153492878418677762,2019-07-23 02:31:47,,,"Flood Warning issued July 22 at 8:31PM EDT by NWS https://t.co/HTyml7mLdI

#mawx #bristolcounty https://t.co/cTWZo3iUyU",,14
EcologyOttawa,1153492848211353601,2019-07-23 02:31:40,,,Ottawa River Pathway reopened after flood cleanup https://t.co/IMFJSRPna4,,8
J_Beezi,1153492846885900288,2019-07-23 02:31:40,,,"@BayAreaJulie Y’all got flood insurance 
NYCFloods",,6
Just1nMKE,1153492823355854854,2019-07-23 02:31:34,,,@shaunking This is called a flash flood more likely caused by severe thunderstorms created when a cold front moved… https://t.co/hcXzfoL2KI,,20
EASAlerts,1153492814245838853,2019-07-23 02:31:32,,,"OKX continues Flash Flood Watch till Jul 23, 8:00 AM EDT https://t.co/9xsxrySRna",,12
iembot_okx,1153492814178791425,2019-07-23 02:31:32,,,"OKX continues Flash Flood Watch till Jul 23, 8:00 AM EDT https://t.co/9xg3uT4EEM",,12
AsbRider_10,1153492794197061632,2019-07-23 02:31:27,,,@spiritmoon7 Except this happened early 2018 and the flood of like voices with integrity has never followed.,,17
UwUGaviniaUwU,1153492769161306112,2019-07-23 02:31:21,,,What..? i got Amber alert for area 51 flood? oh no,,11
togetherforhil1,1153492768125145088,2019-07-23 02:31:21,,,Anyone know how to make memes so  many anti Hillary ones. Would love to see more pro Hillary. If I knew how I would… https://t.co/vX2BkfhVNK,,25
DamnLoso,1153492753256333312,2019-07-23 02:31:17,,"Place(_api=<tweepy.api.API object at 0x000002C01AF33C18>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002C01AF33C18>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})","New York is going through a flSh flood, I pray everyone is safe!",,13
iembot_box,1153492734520582144,2019-07-23 02:31:13,"{'type': 'Point', 'coordinates': [-70.76, 41.7]}","Place(_api=<tweepy.api.API object at 0x000002C01AF33C18>, id='1589fbb50112c19a', url='https://api.twitter.com/1.1/geo/id/1589fbb50112c19a.json', place_type='city', name='Marion Center', full_name='Marion Center, MA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002C01AF33C18>, type='Polygon', coordinates=[[[-70.771833, 41.687636], [-70.751888, 41.687636], [-70.751888, 41.721551], [-70.771833, 41.721551]]]), attributes={})","At 9:49 PM EDT, Marion [Plymouth Co, MA] AMATEUR RADIO reports FLOOD. COUNTY ROAD FLOODED AND IMPASSABLE. https://t.co/cvq6H3Xmcn","{'type': 'Point', 'coordinates': [41.7, -70.76]}",18
iembot_box,1153492730317811712,2019-07-23 02:31:12,"{'type': 'Point', 'coordinates': [-70.9, 41.64]}","Place(_api=<tweepy.api.API object at 0x000002C01AF33C18>, id='00a9bbe23141c4cb', url='https://api.twitter.com/1.1/geo/id/00a9bbe23141c4cb.json', place_type='city', name='Fairhaven', full_name='Fairhaven, MA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002C01AF33C18>, type='Polygon', coordinates=[[[-70.918269, 41.581994], [-70.82842, 41.581994], [-70.82842, 41.66835], [-70.918269, 41.66835]]]), attributes={})","At 9:46 PM EDT, Fairhaven [Bristol Co, MA] AMATEUR RADIO reports FLOOD. WASHINGTON STREET FLOODED AND IMPASSABLE WI… https://t.co/J1mnUcH6vA","{'type': 'Point', 'coordinates': [41.64, -70.9]}",19
iembot_box,1153492726144557056,2019-07-23 02:31:11,"{'type': 'Point', 'coordinates': [-70.94, 41.66]}","Place(_api=<tweepy.api.API object at 0x000002C01AF33C18>, id='7edcf088c38463fa', url='https://api.twitter.com/1.1/geo/id/7edcf088c38463fa.json', place_type='city', name='New Bedford', full_name='New Bedford, MA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002C01AF33C18>, type='Polygon', coordinates=[[[-70.978426, 41.591322], [-70.899416, 41.591322], [-70.899416, 41.74525], [-70.978426, 41.74525]]]), attributes={})","At 9:42 PM EDT, NEW Bedford [Bristol Co, MA] AMATEUR RADIO reports FLOOD. ROUTE 18 BY THE RAILROAD BRIDGE FLOODED A… https://t.co/QXeD7FF72F","{'type': 'Point', 'coordinates': [41.66, -70.94]}",22
VUWxSTEM,1153492723950862336,2019-07-23 02:31:10,,,"FLOOD ADVISORY
                
Issued 10:24 PM EDT on July 22, 2019

View full statement at https://t.co/2Oq546YblH",,15
missmishi08,1153492720867930112,2019-07-23 02:31:10,,"Place(_api=<tweepy.api.API object at 0x000002C01AF33C18>, id='fb76b3aa366004c9', url='https://api.twitter.com/1.1/geo/id/fb76b3aa366004c9.json', place_type='city', name='Altadena', full_name='Altadena, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002C01AF33C18>, type='Polygon', coordinates=[[[-118.1772963, 34.167539], [-118.095091, 34.167539], [-118.095091, 34.220078], [-118.1772963, 34.220078]]]), attributes={})",My body hearing that if start my period on time for once I would get a steak: *opens the flood gates 2 days early*… https://t.co/PG9wCnQ64u,,25
iembot_box,1153492717739085826,2019-07-23 02:31:09,"{'type': 'Point', 'coordinates': [-70.94, 41.66]}","Place(_api=<tweepy.api.API object at 0x000002C01AF33C18>, id='7edcf088c38463fa', url='https://api.twitter.com/1.1/geo/id/7edcf088c38463fa.json', place_type='city', name='New Bedford', full_name='New Bedford, MA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002C01AF33C18>, type='Polygon', coordinates=[[[-70.978426, 41.591322], [-70.899416, 41.591322], [-70.899416, 41.74525], [-70.978426, 41.74525]]]), attributes={})","At 9:37 PM EDT, NEW Bedford [Bristol Co, MA] AMATEUR RADIO reports FLOOD. SAWYER STREET AT BELLEVILLE AVENUE FLOODE… https://t.co/vg81CFsllR","{'type': 'Point', 'coordinates': [41.66, -70.94]}",20
iembot_box,1153492713553240064,2019-07-23 02:31:08,"{'type': 'Point', 'coordinates': [-70.94, 41.66]}","Place(_api=<tweepy.api.API object at 0x000002C01AF33C18>, id='7edcf088c38463fa', url='https://api.twitter.com/1.1/geo/id/7edcf088c38463fa.json', place_type='city', name='New Bedford', full_name='New Bedford, MA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002C01AF33C18>, type='Polygon', coordinates=[[[-70.978426, 41.591322], [-70.899416, 41.591322], [-70.899416, 41.74525], [-70.978426, 41.74525]]]), attributes={})","At 9:35 PM EDT, NEW Bedford [Bristol Co, MA] AMATEUR RADIO reports FLOOD. ACHUSHNET AVENUE AND WAMSUTTA STREET FLOO… https://t.co/Z60Y6HFCh9","{'type': 'Point', 'coordinates': [41.66, -70.94]}",20
iembot_box,1153492709476392961,2019-07-23 02:31:07,"{'type': 'Point', 'coordinates': [-71.11, 41.71]}","Place(_api=<tweepy.api.API object at 0x000002C01AF33C18>, id='1496f43fd8a3341f', url='https://api.twitter.com/1.1/geo/id/1496f43fd8a3341f.json', place_type='city', name='Fall River', full_name='Fall River, MA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002C01AF33C18>, type='Polygon', coordinates=[[[-71.195676, 41.603903], [-71.101605, 41.603903], [-71.101605, 41.7682983], [-71.195676, 41.7682983]]]), attributes={})","At 9:30 PM EDT, Fall River [Bristol Co, MA] AMATEUR RADIO reports FLOOD. STAFFORD SQUARE NOT PASSABLE DUE TO FLOODI… https://t.co/U0pJOIMzSk","{'type': 'Point', 'coordinates': [41.71, -71.11]}",21
cockspit,1153492705697325056,2019-07-23 02:31:06,,,Um is everyone ok in brooklyn wtf. had no idea brooklyn could even flood,,14
iembot_box,1153492696755003393,2019-07-23 02:31:04,"{'type': 'Point', 'coordinates': [-71.9, 41.92]}","Place(_api=<tweepy.api.API object at 0x000002C01AF33C18>, id='00be40df004d8800', url='https://api.twitter.com/1.1/geo/id/00be40df004d8800.json', place_type='city', name='Putnam', full_name='Putnam, CT', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002C01AF33C18>, type='Polygon', coordinates=[[[-71.946417, 41.881136], [-71.879219, 41.881136], [-71.879219, 41.935881], [-71.946417, 41.935881]]]), attributes={})","At 8:50 PM EDT, Putnam [Windham Co, CT] AMATEUR RADIO reports FLOOD. WALMART PARKING LOT AT SCHOOL STREET AND ON CH… https://t.co/r9D7OTQB8O","{'type': 'Point', 'coordinates': [41.92, -71.9]}",22
iembot_box,1153492692573335552,2019-07-23 02:31:03,"{'type': 'Point', 'coordinates': [-71.81, 41.37]}","Place(_api=<tweepy.api.API object at 0x000002C01AF33C18>, id='5d703d71c020d4fd', url='https://api.twitter.com/1.1/geo/id/5d703d71c020d4fd.json', place_type='city', name='Westerly', full_name='Westerly, RI', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002C01AF33C18>, type='Polygon', coordinates=[[[-71.847512, 41.321258], [-71.731272, 41.321258], [-71.731272, 41.416799], [-71.847512, 41.416799]]]), attributes={})","At 8:48 PM EDT, Westerly [Washington Co, RI] AMATEUR RADIO reports FLOOD. ROUTE 1 SOUTH NEAR THE HAVERSHAM TAVERN M… https://t.co/Y2zMURt7tc","{'type': 'Point', 'coordinates': [41.37, -71.81]}",21
weathernowtv,1153492677960192001,2019-07-23 02:30:59,,,Ron Roberts Weather Flash Flood Warning for Sandoval County in NM until 11:30pm Monday. Weathernow Zoom Radar with Updates,,19
NewMexWXAlerts,1153492674248433665,2019-07-23 02:30:59,,,"ABQ issues Flash Flood Warning for Sandoval [NM] till Jul 22, 11:30 PM MDT https://t.co/SXQKcEltOW",,15
EASAlerts,1153492674239967232,2019-07-23 02:30:59,,,"ABQ issues Flash Flood Warning for Sandoval [NM] till Jul 22, 11:30 PM MDT https://t.co/rpZXsuy23f",,15
iembot_abq,1153492674231590912,2019-07-23 02:30:59,,,"ABQ issues Flash Flood Warning for Sandoval [NM] till Jul 22, 11:30 PM MDT https://t.co/qL6Gof5CQ8",,15
whereskobe,1153492625921642497,2019-07-23 02:30:47,,,"@almejiaa I know, it’s literally horrible. as soon as I can, I’m moving up north and away from these hurricanes and… https://t.co/wrUKbpSJio",,22
_lilspam,1153492590580457473,2019-07-23 02:30:39,,,I literally just felt the serotonin flood my body the moment I randomly saw my phone was on 91%,,19
GlobalFloodNews,1153492583542247425,2019-07-23 02:30:37,,,India: Flood situation improves in Bihar and Assam https://t.co/X4grosAXrq https://t.co/25KvdTtZvk,,10
johnroanejr1,1153492554362630144,2019-07-23 02:30:30,,,"@CNN @andersoncooper AC Standing in a ditch calling it a Flood !!!
No Credibility !!!!
CNN is Fake News !!!
Skillfu… https://t.co/VYOxyiyYjY",,22
SpringAyn,1153492542643527680,2019-07-23 02:30:27,,,@StarAngel1921 @bronxbummers @JonPowers777 @peltzmadeline Oh &amp; San Francisco does the same with Drug Addicts &amp; call… https://t.co/QdYwKj0SWu,,17
petabencana,1153492536721207296,2019-07-23 02:30:26,,,"@Rashad_Widiana1 Hello, I am Bencana Bot, reply with #flood to send me your flood report. https://t.co/cQooERRqfO",,16
HomeBizTwins,1153492520959131649,2019-07-23 02:30:22,,,The Official Launch will start SOON.  -Market this to the flood of people wanting to get this platform. = Monthly f… https://t.co/aaTjAeewxu,,22
iembot_pub,1153492481595625472,2019-07-23 02:30:13,"{'type': 'Point', 'coordinates': [-105.16, 38.17]}","Place(_api=<tweepy.api.API object at 0x000002C01AF33C18>, id='e21c8e4914eef2b3', url='https://api.twitter.com/1.1/geo/id/e21c8e4914eef2b3.json', place_type='admin', name='Colorado', full_name='Colorado, USA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002C01AF33C18>, type='Polygon', coordinates=[[[-109.060257, 36.992427], [-102.041524, 36.992427], [-102.041524, 41.003445], [-109.060257, 41.003445]]]), attributes={})","At 8:11 PM MDT, 6 SW Wetmore [Custer Co, CO] DEPT OF HIGHWAYS reports FLASH FLOOD. ROAD CLOSED BETWEEN CO 165 AND S… https://t.co/jwAsltMxV4","{'type': 'Point', 'coordinates': [38.17, -105.16]}",24
kristy527,1153492462570266632,2019-07-23 02:30:08,,"Place(_api=<tweepy.api.API object at 0x000002C01AF33C18>, id='946ccd22e1c9cda1', url='https://api.twitter.com/1.1/geo/id/946ccd22e1c9cda1.json', place_type='city', name='Pittsburgh', full_name='Pittsburgh, PA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002C01AF33C18>, type='Polygon', coordinates=[[[-80.095586, 40.3615796], [-79.8657933, 40.3615796], [-79.8657933, 40.501198], [-80.095586, 40.501198]]]), attributes={})",@_ms_flood @stjblair Disclaimer: I think everyone should move back because how much fun would Pitt sports season be??? 😃,,19
HispanicSvc,1153492460162736129,2019-07-23 02:30:08,,,"Puerto Ricans flood streets, demand governor's resignation #puertorico https://t.co/ICupRJvwn9 https://t.co/ICupRJvwn9",,10
SE_KY_Weather,1153492441074470914,2019-07-23 02:30:03,,,7/22/2019 22:30 PM: Night time/No Precip./mostly cloudy Temp: 70 Pressure: 1015.0 Winds: 0.0  Rain: 0.060  Last 24… https://t.co/sySkTxD1wa,,18
KEYCNews12,1153492436376784896,2019-07-23 02:30:02,,,"The Cannon River rose 7 inches Saturday, flooding several blocks of homes. 

https://t.co/7KAkqnUsz0",,13
ashadesofblue,1153492415430348800,2019-07-23 02:29:57,,,@tmusings Me too. SO MUCH. We're going to flood the world.,,11
GoinBackToKali,1153492382639251456,2019-07-23 02:29:49,,,"@HaloChiefPO117 @EternalQuest27 He's gonna deploy 3 search and rescue teams, 40 bags of Quick Dam Flood Barriers, 1… https://t.co/Ir9UOhZdyR",,19
Prototypeninjax,1153492354357243904,2019-07-23 02:29:42,,,@Queereon @CIaireAgain Name the flood of white guys youre talking about,,11
mituzi,1153492336229306368,2019-07-23 02:29:38,,,"Puerto Ricans flood streets, demand resignation of governor in huge protest
https://t.co/RpdFky8PNK",,12
2TVolts,1153492305283887105,2019-07-23 02:29:31,,,"@danfagin @MichaelEMann Therefore, the usefulness and reliability of drainage infrastructure become chaotic as the… https://t.co/MWxX2CFlpV",,15
wpcguy,1153492264984838144,2019-07-23 02:29:21,,,@rithcee @Wolfpak561 @mikenedie @AwayFromTheKeys @yourmumspants @S37769965 @maozedong9876 @Cern_lXXl @Perdnoot… https://t.co/KCJk8K2CwK,,10
bearseunghan,1153492147930193921,2019-07-23 02:28:53,,,@bugiwoos Omggggg!! Thank you Nat!! 💜 let me flood some questions. I hope they consider english questions hehe,,18
TylerJanae_,1153492117265817600,2019-07-23 02:28:46,,,Praying for everybody up in North in Brooklyn 🙏🏾🙏🏾 They are having a horrible week... from a heat wave to a flood...,,22
wolfgar77,1153492111943094272,2019-07-23 02:28:44,,,@RlalbrechtTroy @citizenscienti3 @Canna420Uk @PainesReason @EBatterson @kyhilist_ @geraldpayne25 @JohnJotink… https://t.co/Z5w7m7YUbx,,9
NeilMunroDC,1153492098995380224,2019-07-23 02:28:41,,,"Democrat Sen. Schumer gives thumbs-up to detained illegals, urges all migrants be sent to Catholic Charities, then… https://t.co/MuG5S48qGv",,18
climatestate,1153492022940131328,2019-07-23 02:28:23,,,"@NYScanner @DoctorVive Classic flash flood, happening all over the world. Each degree in temperature rise increases… https://t.co/mKvBHSAMld",,17
cleeoo__,1153491979927523328,2019-07-23 02:28:13,,"Place(_api=<tweepy.api.API object at 0x000002C01AF33C18>, id='e4a0d228eb6be76b', url='https://api.twitter.com/1.1/geo/id/e4a0d228eb6be76b.json', place_type='city', name='Philadelphia', full_name='Philadelphia, PA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002C01AF33C18>, type='Polygon', coordinates=[[[-75.280284, 39.871811], [-74.955712, 39.871811], [-74.955712, 40.13792], [-75.280284, 40.13792]]]), attributes={})",what is going on 🥴 first the heat wave then no lights now a flood.... whew we dying in Brooklyn https://t.co/IEmv40ryjV,,21
NSWN_SevereWx,1153491937153945600,2019-07-23 02:28:03,,,"NWS Mount Holly NJ issued a Flash Flood Warning for Middlesex, NJ; Somerset, NJ; Morris, NJ; Hunterdon, NJ. Expiring at 10:36 PM (Local)",,23
NSWN_SevereWx,1153491935446863872,2019-07-23 02:28:02,,,"NWS Mount Holly NJ issued a Flood Warning for Middlesex, NJ; Somerset, NJ; Morris, NJ; Hunterdon, NJ. Expiring at 04:30 AM (Local)",,22
togetherforhil1,1153491911816011776,2019-07-23 02:27:57,,,@HiIIary2020 anyone that is for Hillary 2020 know how to make memes? I’m bothered by the amount of anti Hillary mem… https://t.co/LG22efsR4U,,22
GrizzProf,1153491881910841344,2019-07-23 02:27:50,,,"@SheldonMenery Honestly, the only time I haven't enjoyed playing is with Improperly built decks. Opponents flood or… https://t.co/WUQDi5Xe7c",,18
goawaysierra,1153491874189074432,2019-07-23 02:27:48,,,Wow my old mentor was driving in the flood and he just kept going......,,14
WilsonSevereWX,1153491864248627200,2019-07-23 02:27:45,,,"Newly issued flood advisory for NW Wilson County until 11:30. This includes Mt. Juliet, Old Hickory, and Lebanon. https://t.co/uBwwBcZc8i",,19
DargonLuce,1153491852676542464,2019-07-23 02:27:43,,,@agletterman I once owned over 2000 books but lost a large number in a flood. Currently have a little over 600.,,21
kimsch,1153491845885730818,2019-07-23 02:27:41,,,"It's a monsoon out there tonight. We're on top of a hill, but there are flash flood warnings all over. #thunderstorm https://t.co/iHOBgxUTKD",,22
RFrailich,1153491797840187392,2019-07-23 02:27:30,,,Check your flood policy people. Is syrup flooding included? https://t.co/dpvpOhNtyX,,10
awinston,1153491790550323200,2019-07-23 02:27:28,,,@attackerman @NoahShachtman It's the past too. The Gowanus &amp; Carroll Gardens flood all the time in heavy rain. First tier flood plain.,,22
KingElite10,1153491786897199104,2019-07-23 02:27:27,,,Avocado toast bout to flood the streets 😪 https://t.co/DiVvDOOvrZ,,9
EmilySBurt,1153491785609383936,2019-07-23 02:27:27,,,But @LSU still hasn’t made fixing their flood damaged library a priority. I love me some college football but they… https://t.co/T6tMxTHHTR,,21
ChuckWicker,1153491752986251264,2019-07-23 02:27:19,,,TSA continues Flood Advisory for Arkansas River at Ozark Lock and Dam [AR] until further notice https://t.co/ZPeoflffbY,,17
iembot_tsa,1153491752919212032,2019-07-23 02:27:19,,,TSA continues Flood Advisory for Arkansas River at Ozark Lock and Dam [AR] until further notice https://t.co/ATxCkvsLGZ,,17
iembot_lzk,1153491752893988864,2019-07-23 02:27:19,,,TSA continues Flood Advisory for Arkansas River at Ozark Lock and Dam [AR] until further notice https://t.co/Yfplt42P7p,,17
stampycatfan01,1153491752881479680,2019-07-23 02:27:19,,,TSA continues Flood Advisory for Arkansas River at Ozark Lock and Dam [AR] until further notice https://t.co/iIfM0yPg1g,,17
MSStormCntr,1153491752881442816,2019-07-23 02:27:19,,,TSA continues Flood Advisory for Arkansas River at Ozark Lock and Dam [AR] until further notice https://t.co/vbz1MVVKwQ,,17
Peevarino42,1153491748536107009,2019-07-23 02:27:18,,,"@MollyJongFast Also, don’t walk through flood water.  It’s full of horrible shit.  Literally.",,13
CA125SY,1153491728793505793,2019-07-23 02:27:13,,,Monitoring the local river levels in Braithwaite for the flood group on 23 Jul 2019 03:27 https://t.co/srnNgHaFSv,,17
Eleadora14,1153491712045703168,2019-07-23 02:27:09,,,That one time I was an RA at Kerr and a resident decided to set off the sprinklers and flood Kerr which destroyed t… https://t.co/LsSTqaUFEk,,25
shitdewae,1153491672656830464,2019-07-23 02:27:00,,,Get ready bitches Imma bout to flood ur feed w 1D !!!!!!!!!!!!!!!!!,,12
iembot_phi,1153491617078218752,2019-07-23 02:26:47,,,"PHI expires Flash Flood Warning for Hunterdon, Middlesex, Morris, Somerset [NJ] https://t.co/3XRX0uBMIq",,12
_MatthewSchrier,1153491617040470016,2019-07-23 02:26:46,,,"PHI expires Flash Flood Warning for Hunterdon, Middlesex, Morris, Somerset [NJ] https://t.co/hK9DUpuG4n",,12
softyeolist,1153491575156203520,2019-07-23 02:26:37,,,"in my defense I returned from a business trip at 2am in the midst of a dangerous heatwave, had to stay indoors due… https://t.co/64wN9EsLxx",,24
doulosjose,1153491560043913216,2019-07-23 02:26:33,,,What is the flood status in #Gurgaon folks? Feel like riding to office today but worried - my bike can’t swim😞 😉,,22
_MatthewSchrier,1153491547373166593,2019-07-23 02:26:30,,,OKX cancels Flash Flood Warning for New London [CT] https://t.co/c3K55K377o,,10
iembot_okx,1153491547373133827,2019-07-23 02:26:30,,,OKX cancels Flash Flood Warning for New London [CT] https://t.co/Cutgd1WmYH,,10
fluffyguy,1153491533674381312,2019-07-23 02:26:27,,,If u got charged ur in 👍🏽 The system is catching up to the flood. https://t.co/BaLy0Noupl,,16
NashSevereWx,1153491527815090178,2019-07-23 02:26:25,,,"Areal Flood Advisory. At 923 PM CDT, Doppler radar indicated heavy rain that may cause localized minor flooding in… https://t.co/8MZLIupU7n",,20
Enjoneer01,1153491498396192768,2019-07-23 02:26:18,,,"If everyone Trump supporters wanted to disappear actually left, Trump supporters would inevitably turn on one anoth… https://t.co/voUEHDNEOK",,18
MarkShanaberger,1153491455094116352,2019-07-23 02:26:08,,,69NEWS STORMCENTER: Areal Flood Warning for Hunterdon County until 4:30am EDT Tuesday. Updates on: https://t.co/vnEpKzMJE6 #njwx,,16
EASAlerts,1153491450878988288,2019-07-23 02:26:07,,,"PHI issues Areal Flood Warning for Hunterdon, Middlesex, Morris, Somerset [NJ] till Jul 23, 4:30 AM EDT https://t.co/TmqCpITM0y",,18
iembot_phi,1153491450870583298,2019-07-23 02:26:07,,,"PHI issues Areal Flood Warning for Hunterdon, Middlesex, Morris, Somerset [NJ] till Jul 23, 4:30 AM EDT https://t.co/pTApAcG2Og",,18
abc7NYweather,1153491447120875520,2019-07-23 02:26:06,,,"ACCUWEATHER ALERT: Areal Flood Warning issued for Hunterdon, Middlesex, Morris &amp; Somerset Counties from 10:26 PM Mo… https://t.co/q0KSwhAWmk",,18
ABC7NY,1153491446084882432,2019-07-23 02:26:06,,,"ACCUWEATHER ALERT: Areal Flood Warning issued for Hunterdon, Middlesex, Morris &amp; Somerset Counties from 10:26 PM Mo… https://t.co/qiFlAoKYcF",,18
LeeGoldbergABC7,1153491444994326528,2019-07-23 02:26:05,,,"ACCUWEATHER ALERT: Areal Flood Warning issued for Hunterdon, Middlesex, Morris &amp; Somerset Counties from 10:26 PM Mo… https://t.co/4hZI97bAt4",,18
JeffSmithABC7,1153491443970904065,2019-07-23 02:26:05,,,"ACCUWEATHER ALERT: Areal Flood Warning issued for Hunterdon, Middlesex, Morris &amp; Somerset Counties from 10:26 PM Mo… https://t.co/oRw54am9yj",,18
EveUnleashed,1153491421846036480,2019-07-23 02:26:00,,,"anyway, flood water is fucking gross and everyone I'm seeing in these videos needs to get a booster shot asap",,20
Sphere_India,1153491371841347584,2019-07-23 02:25:48,,,"MINUTES OF 2ND IAC MEETING SKYPE CALL ON ASSAM, BIHAR AND NORTH EASTERN FLOOD 2019 HELD ON 19 July 2019 https://t.co/ZtFJVAnxOK",,21
BullsBears2010,1153491329638457345,2019-07-23 02:25:38,,,(Counterfeit Whiskey Brands Flood Beer Joints – Report) has been published on Bulls n' Bears - https://t.co/ukgEFMpCe2,,17
