tweet id,tweet,label,disaster
378224748016058368,RT @CUBoulderPolice: About 40 #CUBoulder buildings damaged (most w/ minor water damage). About 25% of campus buildings. #BoulderFlood #cowx,on-topic,flood
378226123764547584,RT @jacelarson: #BoulderFlood @ Boulder Creek http://t.co/GtPlHgZxK1,off-topic,flood
379103261787058176,"RT @BoulderRelief: Not in Colorado? Just $5 will buy dry socks, a flashlight, and batteries for a #BoulderFlood victim who needs help: http…",on-topic,flood
379103282745991168,At least 4 killd 500 unaccountd 4 as floodwatr inundates Colorado http://t.co/Lax0e1rAOa #flooding #neighbors #park #thinking,on-topic,flood
379105400856915968,"RT @joefryer: Latest #coflood stats from state officials: 584 unaccounted for (234 in Boulder Co, 350 in Larimer Co); 1750 evacuated by Nat…",on-topic,flood
379108760486039553,RT @cnnbrk: More than 500 people are still unaccounted for in Colorado flooding; more heavy rain expected Sunday. http://t.co/iuT5V20Wtp,on-topic,flood
379109083452030977,RT @BBCWorld: VIDEO: Aerial shots of Colorado flooding http://t.co/aUDJ3VaIth,on-topic,flood
379110102663700480,RT @cnnbrk: More than 500 people are still unaccounted for in Colorado flooding; more heavy rain expected Sunday. http://t.co/iuT5V20Wtp,on-topic,flood
379111721665056768,Colorado floods: More than 500 still unaccounted for as 'devastating' rain looms - CNN International: NPRColor... http://t.co/smCMEtY5fM,on-topic,flood
379111939772665857,Colorado Flooding Forces Evacuations -  Email Newsletters and Alerts The latest #news and analysis delivered to... http://t.co/1tZcK9kkBZ,on-topic,flood
379112698958446597,RT @SOTTnet: Earth Changes: Aerial footage of devastating Colorado floods: Aerial footage shows the scale of destruction ca... http://t.co/…,on-topic,flood
379113982428463104,RT @nawaf_salman: #Colorado flooding rescue continues http://t.co/JVHFUNHRCd #lebanon #santé #Dubai #Somalia #Saudi #لبنان #الإمارات #السعو…,on-topic,flood
379119284019941376,Prayers going out to everyone who's getting affected by the Colorado flooding. I have a friend who is VERY close to the flooding.,off-topic,flood
379120844296843264,RT @cnnbrk: More than 500 people are still unaccounted for in Colorado flooding; more heavy rain expected Sunday. http://t.co/iuT5V20Wtp,on-topic,flood
379120898835349504,Everybody Keep @DJWhizlam &amp;The Residents Of Colorado In Your Prayers! The Weather There Is Crazy &amp; It has Me VERY Concerned! #ColoradoFlood,off-topic,flood
379121972556599296,RT @cnnbrk: More than 500 people are still unaccounted for in Colorado flooding; more heavy rain expected Sunday. http://t.co/iuT5V20Wtp,on-topic,flood
379122991780888576,RT @waylonlewis: Flood in Boulder: #boulderflood http://t.co/7aJk1WEPNA,on-topic,flood
379123155341561857,#Tgictweeps Colorado floods: More than 500 still unaccounted for as 'devastating' rain looms… http://t.co/SotswFOrYn,on-topic,flood
379126259143286784,"1,750 people evacuated so far by National Guard due to #coflood  http://t.co/UTjrCm3NGc",on-topic,flood
379133112649015296,"RT @ejo60: Meteorologic explanation of the Colorado floods which are related to atmospheric blocking, meaning that pressure… http://t.co/Yl…",on-topic,flood
379136388379058178,RT @FoxNews: At least 500 unaccounted for in Colorado floods as Obama signs disaster declaration http://t.co/uVBsoTMYmt,on-topic,flood
379140385554964480,Pray for the certain parts in Colorado that are affected by the #coflood,off-topic,flood
379144416293695488,#Latest #News Colorado floods: Over 500 unaccounted for as 'devastating' rain looms - CNN: NPRColorado ... http://t.co/1d6lHv15vK #BNews,on-topic,flood
379157192135278592,Hundreds of people are unaccounted for across the US state of Colorado as heavy flooding inundates mountain... http://t.co/41149VW5NI,on-topic,flood
379157749990719488,"Deadly 1,000-year floods strike Colorado http://t.co/VozxRqmfto",on-topic,flood
379158932788228096,RT @jennyk9923: Colorado floods http://t.co/apYzc5cFHJ,off-topic,flood
379166331523694593,Looks like the more severe rain projected for CO's Front Range was diverted to southern NE tonight. #COflood http://t.co/YLDw74njJ0,on-topic,flood
379167765976088576,"New post: Colorado floods: Rescues, but more rain arrives http://t.co/NMHV3BBXOk",on-topic,flood
379174413935316992,"Wow, Ms Bennett just claimed Colorado flooding down to climate change #Murnaghan",off-topic,flood
379189865776418817,RT @sergeykostyaev: Watching @nbcnightlynews video: Drone offers unique view of Colorado flooding -   http://t.co/ZryRZ00WGw via @nbcnews,on-topic,flood
379189995803656192,@IFreakSelena Colorado Floods Victims Urged 'Get Out Now': Rescuers will not return for families who refuse to evacuate...  @Ericccxminaj,on-topic,flood
379199705596436480,Four dead and hundreds missing as floods devastate US state of Colorado Pic 1-4 http://t.co/vgjq8YIQ5F,on-topic,flood
379211395138850816,Northeast Colorado residents are struggling with intense flooding as more rain is forecast for the region.,on-topic,flood
379213924287012864,Thoughts and prayers with my #boulderflood affected friends and family. Please stay safe!,on-topic,flood
379217170670292992,Colorado floods: Over 500 unaccounted for http://t.co/yZJm3imq30,on-topic,flood
379218143753035776,#coloradoflood -Colorado floods: Over 500 unaccounted for http://t.co/N9dDJVm7pw,on-topic,flood
379222237393719296,Colorado Floods 2013: Rescuers Warn Some Against Remaining In Towns Isolated By Flooding,on-topic,flood
379225102115557376,RT: @christine7news: @7NewsNOW Sunday morning continues w/ more #COFlood coverage from 7-10am. Morgan County is one of the major concerns.,on-topic,flood
379226196841472000,RT @denverpost: UPDATE: 584 people are listed as unaccounted for in flood areas. http://t.co/cEtBtkHTRl #coflood,on-topic,flood
379228499505995776,"RT @nycjim: With sewage treatment disabled, no flush rules imposed in Colo. town. http://t.co/2Z562xyocP via @denverpost #coflood",on-topic,flood
379228814070407168,Waiting to hear from some of my family who live outside of #Boulder #BoulderFlood  in Gol Hill,off-topic,flood
379229728420265985,RT @denverpost: Infrastructure recovery will be an arduous process long after the floodwaters recede http://t.co/xP8H1CjaVl  #COflood,on-topic,flood
379231162876854272,"#Colorado braces for more heavy rain, devastating floods http://t.co/vy2io8d86Y",on-topic,flood
379235193586208768,Colorado floods threaten more homes as another feared dead - video http://t.co/5RfRgJjXSn,on-topic,flood
379242374263996416,My heart &amp; prayers go out to all the people in #Colorado &amp; to any1 who has friends or family affected by the #coloradoflood,off-topic,flood
379244509173125120,"RT @USATODAY: More than 500 people remain unaccounted for across Colorado after deadly, historic flooding: http://t.co/ftDxnbl5oT",on-topic,flood
379244622414757888,@mitchell2906 You too!!! I'm stuck home in the #coloradoflood  Truck got stuck last night and roads flooded.  #funsunday lol,on-topic,flood
379244903403749376,Flash floods in Colorado http://t.co/ayUDL0tUcB via @YahooNews,on-topic,flood
379245721288851456,"Let's not add to this anymore:  Stay out of moving water: 4 dead, 218 unaccounted for in Colorado flooding",on-topic,flood
379247101252612096,RT @BrookeWagnerTV: #COflood victims can begin applying for @fema aid @kdvr #GDCO,on-topic,flood
379248464393023488,"At least 4 dead, 200 missing in Colorado flooding; ‘Leave now or be prepared to stay for weeks’... http://t.co/zDnATBT1aE",on-topic,flood
379249848513355777,"RT @USATODAY: More than 500 people remain unaccounted for across Colorado after deadly, historic flooding: http://t.co/gyfFdgBbD9",on-topic,flood
379250678977159169,RT @CJose: Fort Morgan underwater. Platte River well out of its banks. Expected to get worse @KDVR  #COflood http://t.co/494Vs35qNm,on-topic,flood
379251027091795970,RT @SteveGrzanich Emergency Management in Colorado reports 584 people now unaccounted for after flooding. via @denverpost #BoulderFlood,on-topic,flood
379251534631956480,RT @CONG1860: More than 1750 civilians &amp; hundreds of pets evacuated from #COflood by CO #NationalGuard and @USArmy's #4thID http://t.co/5G9…,on-topic,flood
379251568182185984,RT @CJose: Fort Morgan underwater. Platte River well out of its banks. Expected to get worse @KDVR  #COflood http://t.co/494Vs35qNm,on-topic,flood
379251903726485504,RT @BestVineViD: iPhone 5S Best Features #coflood | Insidious 2 | #Mayweather | Booty Colorado| Wisconsin | #TheOne  http://t.co/xA7pLLlkbn,off-topic,flood
379251995971837954,RT @Plepsa: iPhone 5S Best Features #coflood | Insidious 2 | #Mayweather | Booty Colorado| Wisconsin | #TheOne  http://t.co/MNyXSORf4R,off-topic,flood
379251995992788993,RT @Plepsa: iPhone 5S Best Features #coflood | Insidious 2 | #Mayweather | Booty Colorado| Wisconsin | #TheOne  http://t.co/MNyXSORf4R,off-topic,flood
379252000166117376,RT @Plepsa: iPhone 5S Best Features #coflood | Insidious 2 | #Mayweather | Booty Colorado| Wisconsin | #TheOne  http://t.co/MNyXSORf4R,off-topic,flood
379254877488041984,RT @CONG1860: 5 #NationalGuard helos &amp; crews from @wyoguard joining @CONG1860 and @USArmy #4thID in #COflood evacuation efforts today.,on-topic,flood
379259252151689216,RT @nicolejpearce: The pics of the Colorado flooding that @jaredpolis has been tweeting are crazy! Prayers for everyone in CO.,on-topic,flood
379259323450273792,Hundreds still unaccounted for in deadly Colorado #floods - http://t.co/ZFhBFFZTfF,on-topic,flood
379262125211795457,"RT @breakingstorm: 482 people unaccounted for in Larimer County, Colorado, after flooding - @LarimerSheriff http://t.co/OE8z7OaPa3",on-topic,flood
379264868286599168,"Pouring ☔-Put on comfy stuff, stay inside and let those saving our communities do their jobs unobstructed. #coflood http://t.co/tCjXKRkiI9",on-topic,flood
379266038526775296,"RT @KDVR: LIVE NOW: Why #coflood is being called a 1 in 1,000-year flood from CSU Prof. Russ Schumacher. Watch: http://t.co/Di1uo95L9p #c…",on-topic,flood
379266235629727744,"RT @bylindsayhjones: As we get ready for football, let's keep those struggling to recover from the Colorado floods in our thoughts.",off-topic,flood
379269817603477504,RT @ABC: Colorado Floods: Residents Unsure of What Home Will Look Like When They Return http://t.co/wwQWs60ZpK,on-topic,flood
379271235269443586,RT @dailycamera: Flood warning in place as 3/10 inch rain falls in 30 min in parts of county; rain to increase this afternoon #boulderflood,on-topic,flood
379273391150080001,RT @YahooNews: Hundreds are still missing in Colorado with more rain and flooding expected to hamper rescue efforts today: http://t.co/w2UT…,on-topic,flood
379276767556403201,Here we go again with the rain. #boulderflood http://t.co/TInMWSAnku,off-topic,flood
379277325377888256,RT @ahuntre: Colorado floods: Over 500 unaccounted for as 'devastating' rain looms http://t.co/OWh2V0aRrt,on-topic,flood
379277572858585089,RT @USATODAY: What caused deadly Colorado floods? http://t.co/tJUfe7etiI,on-topic,flood
379279619691532289,charles onwuemene's blog: Hundreds missing in Colorado floods http://t.co/T3hEIsHemw,on-topic,flood
379281997836738560,"RT @RemaxRealtor: Skies are absolutely opening up again in Arvada and Broomfield.. Pouring rain, not good. #coflood",off-topic,flood
379284581548949504,"RT @coloradodaily: RT @BrittanyAnas: To make a claim with FEMA, call 1-800-621-3362 or visit: http://t.co/hIxrheWCG3 #boulderflood",on-topic,flood
379287207187460096,RT @BoulderFlood: Please pardon the inconvenience of my incontinence. I tried to hold it in but every hundred years or so... #boulderflood,off-topic,flood
379287374947041280,RT @bouldercounty: Road closure map for Boulder County Roads #boulderflood #coflood http://t.co/UHwcYq8zx3,on-topic,flood
379287790166347776,RT @WendyNorris: LPD scanner: Left Hand Creek up 1 foot/hour. Evac underway for residents in Missouri/S. Coffman area. Stay safe. #longmont…,on-topic,flood
379288075387420672,"RT @femaregion8: The *best way* to help #coflood survivors, first visit http://t.co/vE6LB9zvCi . This is how you make the greatest impact. …",on-topic,flood
379288473863065600,"RT @DenverChannel: #BREAKING: Re-evacuation orders in Longmont - act now!! Greens, Champion Greens and the Valley neighborhood #COflood #CO…",on-topic,flood
379288561939255296,RT @MollyHendrickso: We're headed to #Milliken today. We'll have continuous coverage starting at noon w the latest on the #coflood. #7newsN…,on-topic,flood
379289077826072579,I have no food and no way to get food #boulderflood,off-topic,flood
379290814268338176,http://t.co/8V69nbgEce Hundreds unaccounted for in Colorado floods,on-topic,flood
379295625155575808,Colorado flooding doesn't stop Postal Service http://t.co/na58Mmy3an,on-topic,flood
379300591182557185,RT @SurvivorShape: TY for the calls our studio&amp;staff survived the #coloradoflood - Hoping all our friends @FIRSTDESCENTS and @mylifelineorg…,on-topic,flood
379302008873689088,RT @EricHolthaus: This is nearly unfathomable: the Big Thompson River has spent nearly 60hrs at record levels. #boulderflood ongoing. http:…,on-topic,flood
379302440899600384,RT @DenverChannel: Flooding at Red Rocks Amphitheatre - about 30 rows under water! Photo via http://t.co/b414RHRZbh #COwx #COflood http://t…,on-topic,flood
379302940000792576,RT @Calgonaway: My prayers go out to all the flooding victims in Colorado right now.,off-topic,flood
379303514607849472,"RT @denverpost: Colorado floods relief: How to help victims, those affected http://t.co/fdTZOoNUe9 #coflood",on-topic,flood
379304550630715392,"RT @BoulderRelief: NEEDED: New towels, new blankets, new socks, dry shoes, packaged food for #BoulderFlood relief! Bring to 2850 Mapleton A…",on-topic,flood
379306224140812288,RT @DenverChannel: Flooding at Red Rocks Amphitheatre - about 30 rows under water! Photo via http://t.co/b414RHRZbh #COwx #COflood http://t…,on-topic,flood
379306253501341696,#COflood Releases from Olympus Dam have increased to 1100 cfs. We have seen rain at Estes. Rain inflows to Lake... http://t.co/aoKTSgyyQn,on-topic,flood
379311844516585473,Just talked with folks at @CUBoulder. Chancellor's decision about whether to close campus Monday is coming soon. #boulderflood,on-topic,flood
379313027297710080,"General Contractor Serving, #COFlood #Evergreen #Jeffco",off-topic,flood
379313346060644352,RT @9NEWS: INCREDIBLE IMAGE: A soldier rescues a woman with a walker via helicopter from Longmont Dam Rd. in Lyons. #coflood http://t.co/Ff…,on-topic,flood
379314377876189184,"RT @W00PIGS000IE: BREAKING:  Experts have determined Colorado Flooding was caused by tears of Badger fans, FEMA is sending trucks loaded w/…",off-topic,flood
379315556479807488,"RT @Richard_H: Just reading about the floods in Colorado - we've spent a fair bit of time there over the years, hope it stops raining soon …",off-topic,flood
379316609258496001,"RT @9NEWS: We just spoke with Red Rocks. Their seats are not underwater, just wet. Lumineers show tonight is still on as planned. #coflood",on-topic,flood
379319536878510082,"RT @femaregion8: If it's not safe for you, it's not safe for your pets.  Take them with you. #COpets #COflood",on-topic,flood
379322103763185664,"RT @femaregion8: If it's not safe for you, it's not safe for your pets.  Take them with you. #COpets #COflood",on-topic,flood
379323030733733888,"RT @latimes: Colorado flooding: 6 likely dead, more than 700 missing. http://t.co/Iwj1g4zuXN",on-topic,flood
379324788138721282,"Boulder, CO has received app. 20 in of rain this year so far. That's 20% of what our rainforests get every year. #COflood",on-topic,flood
379324934935162881,"RT @DenverChannel: 30 state highway bridges destroyed, 20 damaged - @ColoradoDOT's Amy Ford (partial assessment) #COFlood #BreakingNews",on-topic,flood
379325207543947264,"RT @KD0FHS: Environmental damage occurring in #Colorado #flood, media turning a blind eye. #coflood http://t.co/dBQT0AJBAR",on-topic,flood
379325744440041472,"RT @indigojourney: You dont have 2 ask permission, U see problem &amp; solution...encourage leaderhsip roles #occupy #floodrelief #coflood ht…",on-topic,flood
379326998541107200,"Flooding by #UCCS has moved traffic cones into middle of traffic on Austin Bluffs by Union, stay safe out there!  #coflood",on-topic,flood
379328139379638273,Fires cause flooding and death in Colorado http://t.co/hvTtjc1vW9,on-topic,flood
379334183392251904,RT @mchastain81: You can do so much to help those who lost everything in the #COflood http://t.co/NsEhKW3Spu,on-topic,flood
379334258856194049,#lyons #boulderflood Here is what is left of Shelly's Cabins off of 36 West of Lyons. http://t.co/wwvGLAt75C,on-topic,flood
379339841508356096,Floods Transform Colorado's 'Gore-Tex Vortex',off-topic,flood
379341879927504896,Floods Transform Colorado's 'Gore-Tex Vortex': Residents return to find Colorado's 'Gore-Tex Vortex' transform... http://t.co/iPBhMMWYfq,on-topic,flood
379345407337172992,RT @KellySommariva: Streets buckling like taffy. Viewer pic from Lee Hill Dr. and Lefthand Canyon Dr. #coflood #boulderflood http://t.co/KK…,on-topic,flood
379347017949925376,RT @Muffissness: DONATE BY TEXT TO HELP #COLORADO #FLOOD VICTIMS. MT @9NEWS Colorado #floods: How you can help http://t.co/NBtzFvicNb #COFl…,off-topic,flood
379347533828325376,“@denverpost: UPDATE: Federal aid begins to flow to flood ravaged Colorado http://t.co/7W2MnfSsVY #coflood”,on-topic,flood
379348204925366273,"RT @Ascrazyasmyhair: Leaving Sterling, driving past Fort Morgan #coflood @9NEWS http://t.co/HTwvmdFqgm",on-topic,flood
379348485965090816,RT @Trenton_Hoshiko: I started a T-Shirt campaign to benefit the #coloradoflood victims. http://t.co/p9WUBC0mWB    More info at http://t.co…,on-topic,flood
379348678898499584,RT @HazNotification: 85 Denver 5th graders &amp; teachers stranded 4 days near get a ride home in a chopper! #cowx #boulderflood #coflood http:…,on-topic,flood
379349148664725504,RT @CherylPreheim: Rescues in Broomfield #coflood http://t.co/Zl0VrIAmAA,on-topic,flood
379353099686903809,"RT @breakingstorm: 5 people confirmed dead in Colorado flooding, and 1,254 people unaccounted for statewide, official says - @NBCNews http:…",on-topic,flood
379354483823616000,RT @geopolytica: Colorado flooding rescue continues http://t.co/sUpfvph2bN,on-topic,flood
379356052493312000,@cyclist_lawyer 100$ raised so far and just four hours in! #coflood,on-topic,flood
379357990261755904,Help #coloradoflood http://t.co/tTRZoDCaJL,on-topic,flood
379358808134254592,"RT @DisasterTechLab: OK, the decison has been made. We're sending a core team to Boulder to provide Internet access and comms. #coflood #bo…",on-topic,flood
379360347431268353,"RT @breakingstorm: 5 people confirmed dead in Colorado flooding, and 1,254 people unaccounted for statewide, official says - @NBCNews http:…",on-topic,flood
379361337278988288,"Colorado flooding: Evacuations, broken oil pipeline in Weld County #fraccident  http://t.co/d1FMyLx1qg",on-topic,flood
379361807070425088,Another woman missing and feared dead in Colorado floods http://t.co/HiEejveFjF,on-topic,flood
379362016793604096,A #fracking disaster? http://t.co/jmD69KAwN4 #coflood,on-topic,flood
379363098915647488,Another #CoFlood today #ugh #omg I wish this #weather get nice tomorrow,off-topic,flood
379363761603481600,RT @RednockGeog: “@guardian: Colorado floods: rescuers rush to evacuate stranded communities:  http://t.co/tq82PT6efp” yr12 world at risk,on-topic,flood
379366060077498368,Floods transform Colorado's 'Gore-Tex Vortex' http://t.co/KEVwIbJfBT,on-topic,flood
379366240428384256,RT @YuriHiranuma: Death toll rises in Colorado floods with another feared dead http://t.co/OSoDTAWiAw via @reuters  コロラドの歴史的な洪水の現時点での死者4人、行…,on-topic,flood
379367024784203776,"On the bright side though, the apartment has never been cleaner #boulderflood",off-topic,flood
379367666500108288,RT @Cosmic_Surfer: Colorado burns then floods but deniers still deny climate change http://t.co/oBI5D9LyFF,on-topic,flood
379370296337113088,this has been an emotionally exhausting last 4 days #boulderflood,off-topic,flood
379370464121876480,RT @garretdoll: I'm sad - @cabelas #thornton #colorado #flood #coloradoflood #whollstoptherain http://t.co/K8OArwnbT5,off-topic,flood
379370682217271296,Floods destroy or damage more than 50 bridges in Colorado: WELD COUNTY — Thirty bridges have been reported... http://t.co/Mk4PlK5lXw,on-topic,flood
379371030315159552,RT @HHDavisPix: The damage to the small town of #Jamestown of #Boulder from the #coflood is jaw dropping. Follow here for more photos http:…,on-topic,flood
379371923722878977,RT @A_Long_Bear: Btw it just blows me away that over 1200 people are still unaccounted for from the floods that have hit Colorado. #unthink…,on-topic,flood
379373546901749760,RT @jaclynloraine: Hardworking power crews work to repair lines downed by a #mudslide. #boulderflood http://t.co/7eq4ngAU1H,on-topic,flood
379375786681049089,@JZ_Blue Thanks for the Love Bro. I'll be fine however many are not and our best wishes and prayers go out to them all. #COFlood,off-topic,flood
379377925767700480,RT @Wildcat0037: #Colorado floods: Over 500 unaccounted for as 'devastating' rain looms http://t.co/JRdYS5jmL7,on-topic,flood
379378101924278273,The University of Northern Colorado will be closed Monday due to flooding in the area - @9NEWS http://t.co/wXaLVfubmQ,on-topic,flood
379378227774754816,"RT @BreitbartNews: Over 1,200 Missing in Colorado Flooding: A large area of Colorado, primarily Boulder County, has experienced e... http:/…",on-topic,flood
379378525557383169,"The Colorado Office of Emergency Management estimates nearly 19,000 homes are damaged or destroyed. #coloradoflood",on-topic,flood
379379666412249088,"Someone needs to tell NBC they don't need to be camped in front of my.apartment still, as they.have been for 3 days #boulderflood #headsup",off-topic,flood
379380798882709504,"RT @CherylPreheim: Heart wrenching @COEmergency reports 11,700 evacuated.  17,494 housing structures damaged, 1502 homes destroyed. #coflood",on-topic,flood
379381461561782273,#COFlood coverage continues on CH20 and live stream: http://t.co/bbpTYjr77F,on-topic,flood
379382791143571456,RT @OhMyJet: RT @KDVR: RT @CJose Viewer pic of Fairgrounds Park in Loveland. Railroad has shifted; heavy damage #COflood http://t.co/IBi2br…,on-topic,flood
379385865597775872,"Flooding Brings Tales of Rescues, Improvisation: Flooding in Colorado Rockies brings tales of rescues, improvi... http://t.co/MmggUh5W59",on-topic,flood
379385957843083264,"Flooding Brings Tales of Rescues, Improvisation: Flooding in Colorado Rockies brings tales of rescues, improvi... http://t.co/lxTmoXcI3u",on-topic,flood
379387736253161472,RT @msnbcDisrupt: Pres. Obama has declared a state of emergency in Colorado after record flooding. To find out how you can  help go to: htt…,on-topic,flood
379387966948257792,.RT @CUBoulderPolice: #BREAKING: Raw sewage flowing from pipe north of Space Sciences (East CU Campus) near footpaths. Avoid area. #COflood,on-topic,flood
379388977775513600,Amen. #boulderflood #hope #love http://t.co/qhfG21EXXT,off-topic,flood
379388998742843392,Concerned family and friends use social media to spread word about #BoulderFlood unaccounted for: There are re... http://t.co/0o8YmosQ2Z,off-topic,flood
379391708271620096,"RT @breakingstorm: 5 people confirmed dead in Colorado flooding, and 1,254 people unaccounted for statewide, official says - @NBCNews http:…",on-topic,flood
379393608278736897,"@TheStalwart @PIMCO I live in Boulder, Colorado.  This is trivia compared to what we're dealing with here.  #BoulderFlood",off-topic,flood
379396951113859072,RT @anthonywx: BEFORE &amp; AFTER FLOOD: Big Thompson Canyon entr. (Photographers not known) #boulderflood #coflood http://t.co/TSlVL6fW0I,on-topic,flood
379399283163664384,Interesting holiday experience: buying bottled water in Colorado because maybe the tap water is contaminated by the enormous floods.,off-topic,flood
379404760924688385,"RT @jaredpolis: Well, at least we're not being over-run by Herpes infested monkeys #coloradoflood #boulderflood  http://t.co/Bu4a1KyOhm",off-topic,flood
379406849671319553,"RT @BrianBledsoe: 11,700 people evacuated, 17,494 homes damaged, 1,502 homes destroyed, 1,253 people unaccounted for...#cowx #coflood",on-topic,flood
379409471140675585,"RT @SaraMegibow: ...is wet. Evacuations north, west and east of us. Still raining. Roads are shredded. #coloradoflood",on-topic,flood
379410108675289088,RT @BoulderRelief: Can you help with long-term housing of #BoulderFlood victims? Please let us know: boulderfloodrelief at gmail dot com,on-topic,flood
379410586817527808,RT @realstevem: Does anyone know of some vacant warehouse space near central Boulder for @Boulderrelief Flood relief efforts? #boulderflood,on-topic,flood
379411652178755585,"RT @9NEWS: Colorado floods: 11,700 evacuated  #9NEWSHeadlines http://t.co/Nk0Lyf8Jls",on-topic,flood
379411664765865984,RT @denverpost: FORECAST: More showers for Colorado's Front Range on Monday http://t.co/jCQdMnGJVY via @lynn_bartels #Cowx #coflood,off-topic,flood
379412537185275904,#climate Colorado floods: rescuers rush to evacuate stranded communities: AP http://t.co/s89lZOd0L2 *death VIDEO: http://t.co/zYLDxRiafn,on-topic,flood
379412612653387776,Flooding at Cactus Jacks in #Evergreen #COFlood #cowx photo by @crossroads2007 http://t.co/K7K8g67utf,on-topic,flood
379414286185267200,RT @EI_Climate: #climate Colorado floods: rescuers rush to evacuate stranded communities: AP http://t.co/s89lZOd0L2 *death VIDEO: http://t.…,on-topic,flood
379415850660687872,Colorado flooding turns deadly http://t.co/90EKnRAsgM,on-topic,flood
379416379150987264,New look at the St Vrain in #Longmont via @Dougherty7NEWS Look how high river is flowing at Hover/3rd. http://t.co/xYbdNxy5Hl,on-topic,flood
379416429482606593,"RT @9NEWS: Colorado floods: 11,700 evacuated http://t.co/f2FGpQYOiC #9NEWS",on-topic,flood
379421118697725953,"Rain is still pouring down in #Colorado. 500 unaccounted for by the #floods, hopefully rescue efforts are successful.",on-topic,flood
379422980998045696,"RT @AccuracyInMedia: Colorado Floods Rise, Many Feared Dead or Missing! Please Retweet if you wish the best for those affected! http://t.co…",on-topic,flood
379425505973256192,Sunday rain leads to multiple water rescues across Colorado Springs: http://t.co/ZIa0gNxuzm #COflood,on-topic,flood
379426239947481088,"@IdilioMon: #coloradoflood ==&gt; Street view from my home this afternoon. Rain, rain, go away... http://t.co/H3FdI3A1NQ",on-topic,flood
379427955430002689,RT @Tehelmin: Colorado Floods Break Pipeline and Engulf Gas Wells http://t.co/LwU2RFLL4n #coflood #coloradoflood #environment #oil #gas #fl…,on-topic,flood
379428379050520576,Floods Transform Colorado's 'Gore-Tex Vortex',off-topic,flood
379429637341736961,"RT @YourAnonNews: Broken Oil Pipeline in Weld County, CO After #COflood http://t.co/9AxxPH8oDp",on-topic,flood
379431671570771968,RT @GaltsGirl: The Red Cross arrived.... #COFlood http://t.co/mTojg0SaFu,on-topic,flood
379431940015030274,PRAY FOR COLORADO: -DAMGES ESTIMATED $150 MILLION -35 BRIDGES DAMAGED  -ABOUT 100 MILES OF ROADS DAMAGED -NO FLUSH ORDER FOR EVANS #COFLOOD,on-topic,flood
379436071387684864,#Colorado Floods Leave #Hundreds Unaccounted For http://t.co/LcRtx5HIYt,on-topic,flood
379436390158573568,RT @KellySommariva: Here's a look inside Milliken courtesy @9NEWS viewer Briana. Stoplight at Hwy 60 and Hwy 257. #coflood http://t.co/ivmH…,on-topic,flood
379438298587881473,"Good night all, keeping #boulderflood victims in my prayers. Going to help send supplies there and suggest if you're able to do the same.",off-topic,flood
379439045173993473,#PrayForColorado #ColoradoFlood http://t.co/Vgar2yLngm,off-topic,flood
379447492498059264,MT @MVFireRescue Water distribution to start at 8am tomorrow. 3561 Stagecoach Rd #Longmont (MVFR's new admin bldg). #Longmontflood #coflood,on-topic,flood
379448037757554688,RT @TimesCall: Juveniles seen removing barricades from Colo. 52 and County Line Road. #notfunnyidiots #boulderflood #erie #frederick,on-topic,flood
379450189439717377,RT @HazNotification: Estimated 19k homes damaged or destroyed in Colorado. #coflood #boulderflood #cowx http://t.co/YBeVraRp0v,on-topic,flood
379450298466435072,John Maynard Keynes would argue the #coloradoflood is stimulating the economy. #EconomicsFail,on-topic,flood
379450982167371777,"RT @IdilioMon: @IdilioMon: #coloradoflood ==&gt; Street view from my home this afternoon. Rain, rain, go away... http://t.co/H3FdI3A1NQ",on-topic,flood
379457579811762176,"I'll just keep putting off my homework and they'll keep canceling school, right? #procrastination #COflood",off-topic,flood
379460658427101184,Welcome to Boulderlandia. Climb to safety. #boulderflood http://t.co/0PHYmDPSUX,on-topic,flood
379462185132384256,Flooding shuts down popular Colorado tourist destinations http://t.co/gO618b199A,on-topic,flood
379465200832753664,RT @FoothillsUW: Your support is desperately needed. Please help now. #COFLOOD #BOULDERFLOOD  #LONGMNOTFLOOD    http://t.co/5UauZR8pIM,on-topic,flood
379466442347134976,"Floods transform Colorado's 'Gore-Tex Vortex': LYONS, Colo. — The cars that normally clog… http://t.co/77iytR0rI6",on-topic,flood
379469781029502977,"MT @BoulderOEM: RTD will have regular routes tomorrow except for the Y, YL &amp; N. The DASH is detoured around S. Boulder. #boulderflood",on-topic,flood
379473979515232256,@WebProNews: #web Colorado Road Closures Present Dangers: The devastating floods have l... http://t.co/IsOgXmHfUE http://t.co/AWFI7OcN1j,on-topic,flood
379475392999858176,“@danielpetty: Major air rescue for Boulder County foothills planned for Monday http://t.co/175GGwjkSZ #COflood” #cowx,on-topic,flood
379483152483225600,"RT @YourAnonNews: Everything that led to Colorado’s record-breaking flood, and why it will only get worse: http://t.co/Na8evEfnHa #COflood",on-topic,flood
379492702880272385,Colorado Floods: Rescuers Seek Survivors &amp; Signs of Hope http://t.co/0eBCt1QoSD,on-topic,flood
379493919265787904,RT @9NEWS: PHOTO: @VidaUrbonas found this section of Flagstaff Rd. completely washed away. Live: http://t.co/B2yfEVU1hh #coflood http://t.c…,on-topic,flood
379497023042748416,RT @OccupyDisabled: #CoFlood | NCUA Activates Disaster Policy - help from your credit union http://t.co/rDGZDLEzhV,on-topic,flood
